TASK,TYPE,ITEM_ID,ANNOTATOR_ID,TIME,SYSTEM_0,SCORE_0_A,SCORE_0_B,SYSTEM_1,SCORE_1_A,SCORE_1_B,SYSTEM_2,SCORE_2_A,SCORE_2_B,SYSTEM_3,SCORE_3_A,SCORE_3_B,SYSTEM_4,SCORE_4_A,SCORE_4_B
WMT08 English-Czech News,CONSTITUENT_ACCEPT,2672,62,20,pc-translator,2,,cu-tectomt,2,,uedin,2,,cu-bojar,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,3494,62,99,uedin,2,,pc-translator,2,,cu-bojar,3,,cu-tectomt,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,1202,62,27,cu-bojar,2,,pc-translator,2,,uedin,2,,cu-tectomt,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,3669,62,23,uedin,2,,cu-bojar,2,,pc-translator,3,,cu-tectomt,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,634,62,9,uedin,2,,cu-bojar,2,,pc-translator,2,,cu-tectomt,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,3362,62,60,uedin,1,,cu-bojar,1,,cu-tectomt,2,,pc-translator,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,4890,62,126,cu-bojar,2,,pc-translator,2,,cu-tectomt,2,,uedin,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,4577,62,57,pc-translator,1,,uedin,2,,cu-tectomt,1,,cu-bojar,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,1839,62,155,uedin,1,,cu-tectomt,2,,cu-bojar,1,,pc-translator,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,2547,62,24,cu-bojar,1,,uedin,2,,cu-tectomt,2,,pc-translator,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,4249,62,46,pc-translator,1,,uedin,1,,cu-bojar,2,,cu-tectomt,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,3672,62,27,uedin,2,,cu-tectomt,2,,pc-translator,2,,cu-bojar,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,2922,62,25,cu-bojar,2,,uedin,2,,cu-tectomt,1,,pc-translator,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,47,62,13,cu-tectomt,2,,uedin,1,,pc-translator,1,,cu-bojar,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,1591,62,45,cu-tectomt,1,,pc-translator,1,,uedin,3,,cu-bojar,3,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,2530,62,23,pc-translator,2,,cu-bojar,2,,cu-tectomt,2,,uedin,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,672,62,33,cu-bojar,2,,uedin,2,,pc-translator,2,,cu-tectomt,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,3900,62,83,uedin,2,,cu-tectomt,2,,pc-translator,2,,cu-bojar,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,2696,62,56,cu-tectomt,2,,pc-translator,3,,cu-bojar,2,,uedin,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,1537,62,22,uedin,2,,cu-tectomt,1,,cu-bojar,2,,pc-translator,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,1422,62,19,cu-bojar,2,,pc-translator,3,,cu-tectomt,3,,uedin,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,2047,62,14,pc-translator,2,,cu-bojar,1,,cu-tectomt,2,,uedin,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,2172,62,85,uedin,2,,pc-translator,2,,cu-tectomt,2,,cu-bojar,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,4797,62,16,uedin,2,,cu-bojar,2,,pc-translator,3,,cu-tectomt,3,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,4890,62,15,cu-bojar,2,,pc-translator,2,,cu-tectomt,2,,uedin,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,4727,62,32,pc-translator,2,,cu-bojar,2,,cu-tectomt,2,,uedin,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,3422,62,25,uedin,2,,cu-bojar,2,,pc-translator,2,,cu-tectomt,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,3428,62,20,cu-bojar,2,,pc-translator,2,,uedin,2,,cu-tectomt,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,4426,62,38,cu-tectomt,2,,pc-translator,2,,cu-bojar,2,,uedin,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,2978,62,28,cu-bojar,1,,cu-tectomt,1,,uedin,2,,pc-translator,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,3433,62,159,pc-translator,1,,cu-tectomt,2,,uedin,2,,cu-bojar,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,172,62,33,pc-translator,2,,cu-bojar,2,,uedin,2,,cu-tectomt,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,3074,62,41,cu-tectomt,2,,cu-bojar,2,,pc-translator,2,,uedin,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,2922,62,17,cu-bojar,2,,cu-tectomt,1,,pc-translator,2,,uedin,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,2288,62,35,cu-tectomt,2,,cu-bojar,3,,uedin,2,,pc-translator,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,4922,62,48,uedin,3,,cu-bojar,1,,cu-tectomt,2,,pc-translator,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,2797,62,10,uedin,2,,cu-bojar,2,,pc-translator,2,,cu-tectomt,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,2672,62,33,cu-tectomt,2,,uedin,2,,cu-bojar,1,,pc-translator,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,3706,62,51,pc-translator,1,,uedin,2,,cu-bojar,2,,cu-tectomt,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,1602,62,45,uedin,2,,pc-translator,2,,cu-tectomt,2,,cu-bojar,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,1672,62,19,cu-tectomt,2,,pc-translator,2,,cu-bojar,1,,uedin,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,3797,62,27,pc-translator,1,,cu-tectomt,3,,cu-bojar,2,,uedin,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,1047,62,10,pc-translator,2,,cu-bojar,2,,cu-tectomt,1,,uedin,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,2829,62,13,pc-translator,2,,cu-bojar,1,,uedin,2,,cu-tectomt,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,4727,62,35,pc-translator,2,,cu-bojar,2,,cu-tectomt,2,,uedin,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,1915,77,145,pc-translator,3,,uedin,3,,cu-tectomt,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,1047,77,37,pc-translator,1,,cu-tectomt,1,,uedin,3,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,3409,77,111,cu-tectomt,2,,uedin,3,,pc-translator,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,1481,77,54,cu-tectomt,1,,uedin,3,,pc-translator,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,3547,77,17,uedin,1,,pc-translator,2,,cu-tectomt,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,3922,77,56,uedin,3,,cu-tectomt,2,,pc-translator,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,207,77,37,pc-translator,1,,cu-tectomt,1,,uedin,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,4059,77,247,uedin,3,,pc-translator,2,,cu-tectomt,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,547,77,349,uedin,2,,pc-translator,1,,cu-tectomt,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,3172,77,45,pc-translator,2,,cu-tectomt,2,,uedin,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,2035,77,34,cu-tectomt,1,,uedin,1,,pc-translator,3,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,1183,77,41,pc-translator,1,,cu-tectomt,2,,uedin,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,47,77,15,cu-tectomt,2,,uedin,1,,pc-translator,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,4797,77,48,uedin,2,,pc-translator,1,,cu-tectomt,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,2758,77,638,pc-translator,1,,uedin,3,,cu-tectomt,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,1573,77,21,uedin,2,,pc-translator,1,,cu-tectomt,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,1796,77,12,uedin,1,,cu-tectomt,1,,pc-translator,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,1672,77,18,uedin,2,,cu-tectomt,3,,pc-translator,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,4297,77,63,cu-tectomt,3,,uedin,2,,pc-translator,3,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,1047,77,21,pc-translator,1,,cu-tectomt,1,,uedin,3,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,4532,84,183,uedin,3,,cu-tectomt,2,,cu-bojar,1,,pc-translator,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,1797,84,29,pc-translator,2,,uedin,1,,cu-bojar,1,,cu-tectomt,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,3797,84,106,cu-tectomt,3,,pc-translator,2,,cu-bojar,2,,uedin,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,4329,84,514,cu-tectomt,2,,pc-translator,1,,cu-bojar,2,,uedin,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,797,84,105,cu-tectomt,2,,pc-translator,3,,uedin,1,,cu-bojar,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,922,84,205,pc-translator,2,,cu-tectomt,2,,cu-bojar,1,,uedin,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,1297,84,102,cu-tectomt,3,,uedin,2,,pc-translator,3,,cu-bojar,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,47,84,47,uedin,1,,pc-translator,1,,cu-bojar,1,,cu-tectomt,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,4422,84,138,cu-bojar,2,,cu-tectomt,2,,pc-translator,3,,uedin,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,158,84,66,cu-tectomt,2,,uedin,3,,pc-translator,2,,cu-bojar,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,422,84,68,pc-translator,2,,cu-bojar,2,,cu-tectomt,2,,uedin,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,3672,84,187,cu-tectomt,2,,uedin,2,,cu-bojar,2,,pc-translator,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,1553,84,122,cu-tectomt,1,,cu-bojar,2,,pc-translator,2,,uedin,3,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,695,84,55,cu-tectomt,1,,uedin,2,,cu-bojar,1,,pc-translator,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,4147,84,85,cu-tectomt,3,,cu-bojar,2,,pc-translator,3,,uedin,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,1501,84,52,cu-tectomt,1,,uedin,2,,pc-translator,1,,cu-bojar,3,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,871,84,131,pc-translator,1,,uedin,2,,cu-tectomt,3,,cu-bojar,3,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,4376,84,88,uedin,2,,pc-translator,2,,cu-bojar,2,,cu-tectomt,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,3113,84,32,uedin,1,,cu-bojar,1,,pc-translator,1,,cu-tectomt,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,4532,84,190,uedin,1,,cu-tectomt,2,,cu-bojar,1,,pc-translator,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,550,88,47,cu-bojar,1,,uedin,1,,cu-tectomt,1,,pc-translator,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,1047,88,28,pc-translator,1,,uedin,2,,cu-tectomt,1,,cu-bojar,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,3547,88,30,cu-tectomt,3,,uedin,1,,cu-bojar,1,,pc-translator,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,1922,88,14,pc-translator,1,,uedin,1,,cu-tectomt,1,,cu-bojar,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,1297,88,19,cu-tectomt,1,,uedin,1,,cu-bojar,1,,pc-translator,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,2422,88,37,pc-translator,2,,cu-tectomt,2,,cu-bojar,2,,uedin,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,2694,88,24,uedin,3,,pc-translator,1,,cu-tectomt,1,,cu-bojar,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,1924,88,30,cu-tectomt,1,,cu-bojar,2,,uedin,2,,pc-translator,3,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,3797,88,57,pc-translator,3,,cu-tectomt,3,,cu-bojar,2,,uedin,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,54,88,45,cu-bojar,2,,cu-tectomt,2,,uedin,3,,pc-translator,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,2242,88,59,uedin,3,,pc-translator,3,,cu-bojar,3,,cu-tectomt,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,3979,88,62,pc-translator,3,,uedin,2,,cu-bojar,2,,cu-tectomt,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,2172,88,48,uedin,2,,cu-bojar,2,,cu-tectomt,2,,pc-translator,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,2847,88,29,uedin,1,,cu-tectomt,1,,pc-translator,3,,cu-bojar,3,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,47,88,29,uedin,1,,cu-tectomt,2,,pc-translator,1,,cu-bojar,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,547,88,27,cu-tectomt,2,,uedin,2,,pc-translator,1,,cu-bojar,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,672,88,32,uedin,1,,pc-translator,3,,cu-tectomt,3,,cu-bojar,3,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,1318,88,23,cu-tectomt,2,,pc-translator,1,,cu-bojar,1,,uedin,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,4666,88,20,cu-bojar,3,,uedin,3,,pc-translator,1,,cu-tectomt,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,550,88,9,cu-bojar,1,,uedin,1,,cu-tectomt,1,,pc-translator,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,4172,89,58,pc-translator,1,,uedin,1,,cu-bojar,1,,cu-tectomt,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,36,89,23,pc-translator,1,,cu-tectomt,1,,cu-bojar,1,,uedin,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,297,89,78,cu-bojar,2,,uedin,1,,cu-tectomt,2,,pc-translator,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,172,89,48,cu-bojar,1,,uedin,1,,cu-tectomt,1,,pc-translator,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,463,89,33,cu-tectomt,1,,uedin,1,,cu-bojar,1,,pc-translator,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,3804,89,42,cu-tectomt,1,,cu-bojar,1,,pc-translator,1,,uedin,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,672,89,50,cu-bojar,2,,cu-tectomt,1,,uedin,1,,pc-translator,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,2418,89,12,uedin,1,,cu-bojar,1,,pc-translator,2,,cu-tectomt,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,2797,89,14,uedin,2,,cu-bojar,1,,pc-translator,1,,cu-tectomt,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,4684,89,27,uedin,1,,pc-translator,1,,cu-tectomt,2,,cu-bojar,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,1431,89,23,cu-bojar,1,,uedin,1,,pc-translator,1,,cu-tectomt,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,4672,89,22,cu-bojar,1,,uedin,1,,pc-translator,1,,cu-tectomt,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,1139,89,12,cu-bojar,1,,cu-tectomt,1,,uedin,1,,pc-translator,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,1172,89,42,uedin,2,,cu-tectomt,1,,pc-translator,1,,cu-bojar,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,4547,89,42,pc-translator,1,,cu-bojar,1,,uedin,1,,cu-tectomt,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,1422,89,24,cu-bojar,1,,uedin,1,,pc-translator,1,,cu-tectomt,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,15,89,18,uedin,1,,cu-tectomt,1,,cu-bojar,1,,pc-translator,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,4991,89,16,cu-bojar,1,,cu-tectomt,1,,pc-translator,1,,uedin,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,1892,89,36,cu-bojar,2,,pc-translator,1,,uedin,1,,cu-tectomt,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,4172,89,8,pc-translator,1,,uedin,1,,cu-bojar,1,,cu-tectomt,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,1955,89,17,uedin,1,,cu-tectomt,1,,pc-translator,1,,cu-bojar,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,4001,89,44,pc-translator,1,,cu-tectomt,2,,cu-bojar,2,,uedin,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,1547,89,7,uedin,1,,cu-tectomt,1,,cu-bojar,1,,pc-translator,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,3547,89,41,uedin,1,,cu-bojar,1,,pc-translator,2,,cu-tectomt,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,4011,89,20,cu-tectomt,1,,cu-bojar,1,,uedin,1,,pc-translator,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,844,89,11,pc-translator,1,,cu-tectomt,1,,uedin,1,,cu-bojar,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,4672,89,15,cu-tectomt,1,,cu-bojar,1,,pc-translator,1,,uedin,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,3297,89,13,uedin,2,,cu-tectomt,2,,cu-bojar,1,,pc-translator,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,172,89,19,cu-bojar,1,,cu-tectomt,1,,pc-translator,1,,uedin,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,3544,89,40,uedin,1,,cu-tectomt,1,,pc-translator,1,,cu-bojar,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,963,89,572,pc-translator,1,,cu-tectomt,2,,cu-bojar,1,,uedin,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,4645,89,31,cu-bojar,2,,uedin,1,,cu-tectomt,1,,pc-translator,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,3672,89,41,uedin,2,,pc-translator,2,,cu-tectomt,2,,cu-bojar,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,739,89,24,pc-translator,2,,cu-bojar,2,,cu-tectomt,2,,uedin,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,1047,89,30,cu-tectomt,1,,cu-bojar,2,,pc-translator,1,,uedin,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,4935,89,50,uedin,1,,cu-tectomt,1,,cu-bojar,1,,pc-translator,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,2047,89,17,cu-bojar,1,,pc-translator,2,,uedin,1,,cu-tectomt,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,2547,89,36,cu-bojar,2,,uedin,2,,cu-tectomt,2,,pc-translator,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,1000,89,18,uedin,1,,cu-bojar,1,,cu-tectomt,1,,pc-translator,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,1955,89,8,uedin,1,,cu-tectomt,1,,pc-translator,1,,cu-bojar,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,2297,100,357,uedin,2,,cu-tectomt,1,,cu-bojar,2,,pc-translator,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,2190,100,152,uedin,2,,pc-translator,2,,cu-bojar,2,,cu-tectomt,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,2922,100,20,uedin,2,,cu-tectomt,1,,cu-bojar,2,,pc-translator,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,260,100,91,cu-tectomt,2,,pc-translator,2,,cu-bojar,2,,uedin,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,4797,100,92,cu-tectomt,1,,uedin,2,,cu-bojar,2,,pc-translator,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,3969,100,40,uedin,2,,pc-translator,2,,cu-bojar,1,,cu-tectomt,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,3730,100,37,pc-translator,1,,cu-tectomt,2,,cu-bojar,1,,uedin,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,297,100,44,uedin,2,,cu-tectomt,2,,cu-bojar,2,,pc-translator,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,1297,100,93,uedin,1,,pc-translator,2,,cu-tectomt,2,,cu-bojar,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,2505,100,15,uedin,1,,pc-translator,1,,cu-tectomt,2,,cu-bojar,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,1637,100,22,uedin,2,,cu-tectomt,2,,pc-translator,1,,cu-bojar,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,2773,100,24,cu-bojar,1,,cu-tectomt,2,,pc-translator,1,,uedin,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,2231,100,37,cu-tectomt,2,,pc-translator,2,,cu-bojar,1,,uedin,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,751,100,11,pc-translator,1,,cu-bojar,1,,uedin,2,,cu-tectomt,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,1172,100,35,uedin,2,,cu-bojar,2,,pc-translator,1,,cu-tectomt,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,3672,100,23,cu-bojar,2,,pc-translator,2,,uedin,2,,cu-tectomt,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,422,100,27,cu-tectomt,2,,uedin,2,,pc-translator,2,,cu-bojar,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,1951,100,33,pc-translator,2,,cu-tectomt,1,,cu-bojar,1,,uedin,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,922,100,46,cu-tectomt,2,,cu-bojar,1,,pc-translator,2,,uedin,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,2922,100,14,uedin,2,,cu-tectomt,1,,cu-bojar,2,,pc-translator,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,1047,99,51,cu-tectomt,1,,pc-translator,1,,cu-bojar,2,,uedin,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,3892,99,32,cu-bojar,2,,uedin,3,,cu-tectomt,3,,pc-translator,3,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,2084,99,25,pc-translator,1,,uedin,2,,cu-tectomt,1,,cu-bojar,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,4731,99,37,pc-translator,2,,uedin,1,,cu-tectomt,1,,cu-bojar,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,3047,99,94,uedin,2,,cu-bojar,2,,pc-translator,2,,cu-tectomt,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,4874,99,45,pc-translator,2,,cu-tectomt,2,,uedin,2,,cu-bojar,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,3422,99,55,pc-translator,2,,cu-bojar,2,,cu-tectomt,2,,uedin,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,512,99,107,cu-bojar,1,,uedin,2,,pc-translator,1,,cu-tectomt,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,665,99,47,pc-translator,1,,cu-bojar,1,,cu-tectomt,2,,uedin,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,3864,99,245,uedin,3,,cu-tectomt,2,,pc-translator,1,,cu-bojar,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,1648,99,38,cu-bojar,1,,pc-translator,3,,cu-tectomt,3,,uedin,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,1353,99,22,cu-bojar,1,,pc-translator,1,,uedin,1,,cu-tectomt,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,2172,99,28,cu-bojar,2,,pc-translator,2,,uedin,2,,cu-tectomt,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,1477,99,19,uedin,1,,pc-translator,2,,cu-bojar,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,47,99,12,cu-tectomt,2,,uedin,1,,cu-bojar,1,,pc-translator,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,1797,99,30,pc-translator,1,,uedin,1,,cu-tectomt,1,,cu-bojar,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,297,99,38,pc-translator,2,,cu-bojar,2,,uedin,2,,cu-tectomt,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,1922,99,16,cu-tectomt,1,,uedin,1,,cu-bojar,1,,pc-translator,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,1547,99,32,cu-tectomt,1,,cu-bojar,1,,uedin,1,,pc-translator,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,2084,99,19,pc-translator,1,,uedin,2,,cu-tectomt,1,,cu-bojar,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,755,105,91,uedin,2,,cu-tectomt,2,,cu-bojar,3,,pc-translator,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,3402,105,13,pc-translator,2,,cu-tectomt,1,,uedin,1,,cu-bojar,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,3634,105,66,cu-tectomt,1,,pc-translator,2,,uedin,2,,cu-bojar,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,4672,105,84,cu-bojar,2,,cu-tectomt,2,,pc-translator,1,,uedin,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,4249,105,91,cu-bojar,2,,uedin,1,,pc-translator,1,,cu-tectomt,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,2422,105,45,uedin,2,,pc-translator,2,,cu-bojar,2,,cu-tectomt,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,47,105,26,uedin,1,,cu-tectomt,2,,cu-bojar,1,,pc-translator,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,2259,105,61,pc-translator,3,,cu-tectomt,2,,cu-bojar,1,,uedin,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,1797,105,31,pc-translator,2,,uedin,1,,cu-bojar,1,,cu-tectomt,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,1799,105,27,cu-bojar,1,,cu-tectomt,2,,uedin,1,,pc-translator,2,
